Date,Open,High,Low,Close,Volume,Market Cap
15-04-2021,3.68363053,4.1748105,3.6398092,3.98554086,21150003.46,303421486.99
14-04-2021,3.94552698,4.20669768,3.58760009,3.68546498,29829046.52,280572579.82
13-04-2021,4.20329139,4.34334799,3.64626857,3.94864157,40487096.42,300827065.64
12-04-2021,4.26859853,4.58531138,3.95503063,4.20167649,66371542.83,320479157.87
11-04-2021,3.23379229,4.76250908,3.22233773,4.2688695,60453134.82,324825697.33
10-04-2021,3.20807998,3.38099162,3.05279971,3.23430505,27487852.32,246536467.26
09-04-2021,2.6304836,3.30547245,2.57312295,3.20586,25827869.61,244447328.3
08-04-2021,2.44414725,2.6293877,2.36778178,2.6293877,9334446.91,200228353.83
07-04-2021,2.6333466,2.63797558,2.24780793,2.44404598,12976571.93,186345491.54
06-04-2021,2.51668575,2.63171701,2.31078456,2.63171701,13945522.28,200797254.63
05-04-2021,2.34736292,2.56781599,2.2656538,2.51418311,13848293.13,191801007.78
04-04-2021,2.03155174,2.40476063,2.01002166,2.34748726,12055190.68,179309878.63
03-04-2021,2.14277716,2.19562715,2.02834724,2.03183424,6699604.79,155326724.17
02-04-2021,2.05911694,2.21930152,2.0155847,2.14272996,12608104.23,163999031.95
01-04-2021,1.91322559,2.06443192,1.9122306,2.05931066,8478098.48,157658109.47
31-03-2021,1.98029157,2.01851358,1.85924243,1.91313468,7540528.05,147026677.18
30-03-2021,1.85605353,2.0312451,1.85187309,1.98007063,8535033.3,152261719.78
29-03-2021,1.85502201,1.92085074,1.83207825,1.85597395,3334014.43,143044141.96
28-03-2021,1.84638144,1.91534891,1.81748998,1.85506747,3108451.32,142804956.59
27-03-2021,1.78741461,1.88113724,1.73451683,1.84589078,2740060.53,141693531.72
26-03-2021,1.73445067,1.82719161,1.72642706,1.7876583,2529341.08,137539699.41
25-03-2021,1.79444634,1.81061787,1.67373101,1.7343769,3056151.03,133636149.76
24-03-2021,1.8059107,1.95867025,1.75016222,1.79432551,3937028.9,138467624.41
23-03-2021,1.8913424,1.89316511,1.73012749,1.80560364,4299392.97,139423063.27
22-03-2021,1.97268938,1.97774354,1.86072874,1.89126989,4100305.69,146313773.55
21-03-2021,2.09510016,2.11200405,1.91198216,1.97289516,4945589.31,152907359.72
20-03-2021,2.10021972,2.20037286,1.9896541,2.09537434,6104165.03,162793216.38
19-03-2021,1.97190439,2.16981454,1.8799164,2.10216508,8325064.95,164309311.64
18-03-2021,1.82384317,2.3038009,1.72407221,1.97413687,15335474.07,155027433.14
17-03-2021,1.54997926,1.92983402,1.54997926,1.82415176,17017017.57,142693108.61
16-03-2021,1.46649847,1.56886596,1.41665275,1.54989679,5293490.97,120910414.63
15-03-2021,1.49563946,1.51974322,1.39869984,1.46642789,5042057.94,114360630.79
14-03-2021,1.52381106,1.58664805,1.47472252,1.49558851,5253821.66,116708662.12
13-03-2021,1.46945648,1.54525398,1.39199838,1.52434206,6956408.12,119034297.86
12-03-2021,1.51456165,1.52266668,1.40160688,1.46950577,6545953.89,114892375.09
11-03-2021,1.52110805,1.56075951,1.4298522,1.51436108,7908123.65,118950291.54
10-03-2021,1.62550899,1.6523116,1.49944597,1.52109769,7948072.46,119583092.8
09-03-2021,1.45117109,1.62738166,1.43958832,1.62523767,8363895.94,127880474.02
08-03-2021,1.48918644,1.50729024,1.37450384,1.4509825,4621568.35,114135814.96
07-03-2021,1.46924296,1.48982818,1.43236696,1.48962737,3061420.64,117283097.27
06-03-2021,1.41919436,1.47374046,1.38469792,1.46922677,3637763.73,115810320.15
05-03-2021,1.46109607,1.46627066,1.33531403,1.41848295,6293614.94,111850372.54
04-03-2021,1.50983705,1.64143161,1.43298065,1.46214008,13305433.22,115470217.9
03-03-2021,1.38112399,1.51363909,1.34702901,1.50995079,7453080.6,119462544.13
02-03-2021,1.34860936,1.40256873,1.29812599,1.38100834,5024862.51,109342534.82
01-03-2021,1.25925319,1.37949473,1.24276636,1.3488093,7633940.26,106784516.71
28-02-2021,1.41447591,1.41735862,1.1883124,1.2591041,8745067.68,100313327.49
27-02-2021,1.34325443,1.4351226,1.34174235,1.41419553,8206214.09,112722227.15
26-02-2021,1.48008982,1.48008982,1.31801731,1.34329224,8798714.37,107095386.09
25-02-2021,1.55033021,1.62791476,1.4469229,1.48053994,10803944.94,118479473.99
24-02-2021,1.57133553,1.68111615,1.48471629,1.55025772,15562494.91,124761761.19
23-02-2021,1.83904842,1.85624533,1.34380747,1.57201864,30116955.77,126829497.17
22-02-2021,2.18121893,2.18750027,1.5766873,1.83885884,36916475.09,148070215.44
21-02-2021,2.04929356,2.4449794,1.93509609,2.18978524,43784432.45,176414375.88
20-02-2021,2.33419786,2.7572645,1.85644673,2.05073978,309673836.05,164240983.28
